,App Version Code,App Version Name,customer comment date,Star Rating,Customer_review
300,7.0,1.3.3,2020-04-04T18:00:07Z,3,Donde puedo enviar los documentos del subsidio del desempleo a cual correo por fa?
302,4.0,1.3.2,2020-04-04T20:10:44Z,5,Excelente APP
305,7.0,1.3.3,2020-04-05T03:12:01Z,5,Exelente
306,7.0,1.3.3,2020-04-05T12:55:59Z,4,He podido recargar el celular y consultar saldo
307,7.0,1.3.3,2020-04-05T15:21:34Z,1,Señores compensar al principio funcionó pero ahora no me deja entrar dice que la clave no coinside por mas que la cambie
310,7.0,1.3.3,2020-04-05T21:43:00Z,1,"Inútil no sirve para nada, me pide mis datos personales y los ingreso y me sale que error a validar los datos. Osea que no se ni quien soy"
311,7.0,1.3.3,2020-04-05T21:52:44Z,1,"Pero si no deja ingresar mejor dicho seleccione tipo de documento,numero de documento y clave de ingreso y hasta hay llegamos por que luego se queda hay congelada la imágen cosa que el la página web si deja ingresar..... mejoren esto pronto"
312,7.0,1.3.3,2020-04-05T23:09:21Z,5,"Ya la instalé, y funciona muy bien Gracias por hacer las cosas más fáciles aprovechando la tecnología"
314,7.0,1.3.3,2020-04-06T03:18:52Z,5,Exelente aplicación
316,5.0,1.3.3,2020-04-06T14:13:37Z,1,Al principio me funciono pero ahora indica que la clave está mal. No pude volver a consultar por medio de esta App. Muy pero muy mala
319,7.0,1.3.3,2020-04-06T17:57:31Z,1,No me deja ingresar y más en estos momentos la necesitamos funcionando si entró al portal web pero no a la aplicación
323,7.0,1.3.3,2020-04-07T12:33:06Z,5,Execelente aplicación
324,7.0,1.3.3,2020-04-07T21:10:58Z,1,Que mala app que perdida de tiempo y recursos
326,7.0,1.3.3,2020-04-08T04:29:50Z,1,"Buenas Noches, Se actualizo la app y no deja ingresar, la respuesta es desista le y vuelva a instalar, se ha hecho eso muchas veces y nada, sera que si pueden darnos una solución, que no sea instale y desista le eso no funciona Gracias"
327,7.0,1.3.3,2020-04-08T10:05:34Z,2,"No me deja ingresar,me dice que no estoy registrada y cuando me registro me sale un aviso que mis datos no son válidos"
328,7.0,1.3.3,2020-04-08T20:40:37Z,2,Le doy baja calificacion porque dicen que se puede hacer recargas y cuando ingreso todos los datos no se puede hacer en la aap
329,7.0,1.3.3,2020-04-09T04:31:46Z,1,Por favor me dice que mi clave esta mal que debe tener 6 o mas caracteres sabiendo que es solo 4 digitos mi clave no me deja ingresar mala la aplicacion por favor solucion. A eso
330,7.0,1.3.3,2020-04-09T04:44:06Z,1,No me deja registrar la tarjeta...
331,7.0,1.3.3,2020-04-09T15:28:05Z,5,Me gustó Buena alternativa
332,7.0,1.3.3,2020-04-09T16:01:55Z,5,"Exelente app, ya solucionaron el problema que no dejaba entrar porque disque no existia usuario. Pero ya esta super, pero seria bueno que se pudiera trasferir a mi cuenta de ahorros ya que el unico cajero que hay en zipaquira mega city lleva mucho tiempo que no lee las tarjetas, gracias"
334,7.0,1.3.3,2020-04-09T18:40:19Z,1,Muy mala app... No ingresa... Sale error de conexión.. Muy mal..
335,7.0,1.3.3,2020-04-09T18:44:00Z,1,No funciona
336,7.0,1.3.3,2020-04-09T19:03:03Z,1,"Hablan de una nueva versión de la app, cuando serà eso?? Por el portal transaccional entro perfectamente pero por la app imposible, despues de muchas desinstaladas e instaladas.. nada! Por favor ayuda!!! Gracias."
339,7.0,1.3.3,2020-04-09T19:24:37Z,1,Es inútil tratar de ingresar primero dice que el número de cédula no coincide luego que se superó el número de intentos
340,7.0,1.3.3,2020-04-09T19:41:52Z,1,La instale y al abrirla se queda y dice que por el momento no puedo ingresar
341,7.0,1.3.3,2020-04-09T19:44:34Z,1,asquerosa esta apliaciom nuca se puede ingresar para mirar el saldo y por via telefonica nunca se sabe que peste de apliacion enserio señores de compensar
342,7.0,1.3.3,2020-04-09T19:46:15Z,1,No sirve! No funciona! No deja nisiquiera ingresar!
343,7.0,1.3.3,2020-04-09T19:51:31Z,2,No deja ingresar a la app! Que complicado
344,7.0,1.3.3,2020-04-09T20:08:51Z,1,Muy cruda
346,7.0,1.3.3,2020-04-09T20:30:36Z,3,"Un poco lenta, cuesta q abra, lo demás bien"
347,7.0,1.3.3,2020-04-09T20:42:33Z,1,"Mala, absolutamente mala, los canales de atención de compensar cada vez son peores."
348,7.0,1.3.3,2020-04-09T21:11:12Z,1,Cada rato sale no está disponible fallo y varias cosas así no fluye la app es muy mala
349,7.0,1.3.3,2020-04-09T21:26:27Z,1,Llevo varios días intentando ingresar y no me ha permitido entrar a la aplicación. Hoy me permitió y ahora no me deja hacer uso del menú y esta lenta. O sea da igual porque no permite hacer ninguna transacción
351,7.0,1.3.3,2020-04-09T23:21:05Z,1,"Excelente, ni siquiera me dejó ingresar"
352,7.0,1.3.3,2020-04-10T00:53:17Z,1,"Cada vez que intento ingresar a la aplicación , dice que error de conexión y no permite revisar mi saldo"
353,7.0,1.3.3,2020-04-10T04:59:57Z,1,"Ola que más, como tal la app es buena pero presenta muchos retrasos al momento de ingresar, me gustaría corrijieran ése inconveniente ya que la uso muy seguido GRACIA..."
355,7.0,1.3.3,2020-04-10T17:33:14Z,5,La califico con 5 estrellas porque ya corrigieron el error de consulta y sirve para lo que la necesito. Toca desinstalarla y volverla a instalar gracias
356,7.0,1.3.3,2020-04-10T18:06:56Z,1,No sirve no ingresa siempre dice que intente más tarde Que mala aplicación y más cuando uno la necesita de verdad
357,7.0,1.3.3,2020-04-10T20:56:46Z,1,"Lenta, lenta esta app. No funciona....."
358,7.0,1.3.3,2020-04-11T02:19:07Z,1,"Mala me. Deja ingresar pero no me permite registrar otras cuentas para hacer transferencias, siempre dice error datos no coinciden.... No sirve"
359,7.0,1.3.3,2020-04-11T10:52:21Z,5,Excelente opción para estar al tanto de la consignación del subsidio y de otros pagos y transferencias.
361,7.0,1.3.3,2020-04-11T16:53:50Z,1,No deja ingresar!!!
363,7.0,1.3.3,2020-04-11T22:03:51Z,1,Terrible. No me deja ingresar dice error. Ya la desinstale y nada. Me parece terrible.
366,7.0,1.3.3,2020-04-12T00:54:16Z,4,La acabé de instalar y me pareció muy buena
367,7.0,1.3.3,2020-04-12T02:08:14Z,1,No me da la opción de pasaporte para crear la cuenta solo cc nit y cédula de Extranjería
368,7.0,1.3.3,2020-04-12T02:19:09Z,3,Para mi hace falta unas cosas por ejemplo no hay opción para generar token para transferencias y recargas y eso que lo solicita cuando una esta tramitando una de estas y uno no haya como solicitar o no se si no se usar la aplicación.
372,7.0,1.3.3,2020-04-13T02:20:24Z,5,Excelente servicio
375,7.0,1.3.3,2020-04-13T22:25:31Z,5,Buena
376,7.0,1.3.3,2020-04-13T23:30:35Z,5,Excelente
377,7.0,1.3.3,2020-04-14T16:24:52Z,1,"Buenas días soy Jorge Medina , ya he desinstalar el instalado la app pero sigue el mismo problema me dice que me enviara un código a mi teléfono pero nunca llega por favor si me ayudan con esa novedad gracias quedo atento a su repuesta"
380,7.0,1.3.3,2020-04-14T22:14:21Z,5,Exelente
381,7.0,1.3.3,2020-04-15T02:53:54Z,5,Buena esa mi papa
382,7.0,1.3.3,2020-04-15T15:13:38Z,1,"Esta aplicación no funciona,ni siquiera permite ingresar muy mala."
385,7.0,1.3.3,2020-04-15T23:35:57Z,2,No me deja abrir la aplicacion al principio cuando la instale si podia ya la desinstale 2 veces y nada
386,7.0,1.3.3,2020-04-16T05:13:09Z,1,"Antes de la actualización funcionaba bien, después ya ni deja ingresar siempre sale error y en la página web si ingresa normal, deberían mejor por que en sí la app no sirve para nada"
387,7.0,1.3.3,2020-04-16T15:21:55Z,1,"Se escucha buena las opciones de la aplicación, pero no sirve, es muy lenta y no deja ingresar a ninguna de las opciones. Ojalá la puedan arreglar, porque si sería muy bueno, ahora que todo es virtual y por app."
388,7.0,1.3.3,2020-04-16T15:33:01Z,1,"La aplicación ya no abre, siempre sale que debo verificar mí conexión a internet cuando el problema real no es mí conexión a la red ya que las demás app funcionan correctamente, lleva así lago más de un mes , es demasiado lenta cuando se logra conectar para mostrar mis productos, necesito ingresar pero no ha sido posible, será que también le afectó la cuarentena a la app por qué es una porquería que no sirve si no para ocupar espacio en el celular nada mas...."
389,7.0,1.3.3,2020-04-16T16:22:43Z,1,Está aplicación no funciona 👎
390,7.0,1.3.3,2020-04-16T16:33:47Z,1,Es una porquería esta app en todo aspecto.Mejorenla o borrenla.
391,7.0,1.3.3,2020-04-16T18:28:04Z,1,El acceso es muy difícil adicional a eso de bloquea al intentar hacer otros procedimientos creo que deben mejorar mucho la plataforma
392,7.0,1.3.3,2020-04-16T19:17:07Z,1,"No abre. Lástima por Compensar, cada vez se desinteresa más de sus clientes; nunca responden la línea ni el contacto por el chat. Será mejor que cambiemos de Caja de Compensación."
395,7.0,1.3.3,2020-04-16T21:39:39Z,1,"La aplicación es muy lenta para lo que está diseñada,no es práctica"
396,7.0,1.3.3,2020-04-16T21:59:32Z,1,Pesima se queda cargando no deja ingresar ni siquiera
397,7.0,1.3.3,2020-04-17T01:00:24Z,3,Es regular porque se bloquea de manera constante al abrir la aplicación 😕
399,7.0,1.3.3,2020-04-17T04:43:19Z,3,Falla mucho con una transacción tan sencilla
401,7.0,1.3.3,2020-04-17T14:57:03Z,2,"Es muy lenta para iniciar, muchas veces no deja ingresar a la App y no me da información exacta de como esta mi crédito."
403,7.0,1.3.3,2020-04-17T18:46:07Z,1,Me parece muy mala la aplicación es muy lenta y aveces no deja entrar a la página muy mala
404,7.0,1.3.3,2020-04-17T19:43:27Z,1,"Estamos tratando de ingresar pero dice verifique su conexión a Internet, ya desconecte el wifi y con datos tampoco deja ingresar"
405,7.0,1.3.3,2020-04-17T23:03:00Z,1,No me deja ingresa.. ya la desistale y tampoco
407,7.0,1.3.3,2020-04-17T23:30:48Z,1,"Es una aplicación muy lenta, cuesta trabajo abrir. Se queda esperando a qué después de ingresar los datos de cédula y clave abra y solo da un mensaje que es "" en éste momento no puede ingresar traté más tarde"" según no hay internet y yo tenía Wi- fi y datos en el celular. Gracias. Mejoren esa parte."
408,7.0,1.3.3,2020-04-17T23:43:57Z,1,No sirve
409,7.0,1.3.3,2020-04-17T23:44:28Z,1,No funciona ... Nunca he podido ingresar que pérdida de tiempo y espacio en el celular
410,7.0,1.3.3,2020-04-18T00:21:26Z,1,"No me deja ingresar, sale un mensaje en estos momentos no podemos realizar la operación, ya desinstale y reinstale la app y nada."
413,7.0,1.3.3,2020-04-18T00:49:56Z,1,"Es una aplicación que no sirve , se queda cargando y al final dice error de conexión, la verdad no es muy útil , por lo que veo en otras reseñas no soy el único al que le pasa, deberían dar otra forma de realizar las transacciones o mejorar esta . 7 desinstalaciónes después sigue siendo una aplicación que no funciona para nada ."
417,7.0,1.3.3,2020-04-18T01:40:56Z,1,No sirve. Nunca me ha dejado entrar
418,7.0,1.3.3,2020-04-18T01:42:44Z,3,No sirve hace como 1 mes la app no deja acceder a la información.
419,7.0,1.3.3,2020-04-18T01:45:01Z,1,Pesima
420,7.0,1.3.3,2020-04-18T01:51:00Z,3,"La app se cuelga muy fácil ,toca estar cambiando la clave a cada rato ,la verdad falta mucho para llámarse app de COMPENSAR y no me digan q la instale y desinstale ,porq eso lo hago cada rato y entra una vez y después q lío miéntras q en la página sin inconveniente mal muy mal y por lo q veo y leo uds tenían una versión q trabajaba mejor"
421,7.0,1.3.3,2020-04-18T02:02:00Z,1,Terrible llevo una semana intentando conectarme y siempre dice que hay error de conexion ya la desinstale y la volví a instalar y nada no puedo retirar el subsidio porque no puedo ir a ningun punto y por este medio que era la forma mas fácil de retirar en un punto red entonces no se puede. Que molesto en vez de mejorar empeoran
422,7.0,1.3.3,2020-04-18T02:05:24Z,1,Pésima no deja ingresar
425,7.0,1.3.3,2020-04-18T06:09:07Z,2,A toda hora sale qie contraseña incorrecta y toca estar cbiando la clave es muy maluco a toda hora estar en ese proceso. Ahora tbien aparece cuando se ingresa que algo salio mal muy regular la app
426,7.0,1.3.3,2020-04-18T07:26:41Z,1,Mala no me deja ingresar datos no coinciden que pereza prefiero llamar
427,7.0,1.3.3,2020-04-18T13:51:31Z,2,"Falla el 90% de las veces que uno intenta iniciar sesión, se queda cargando eternamente, comprobado en varios celulares."
428,7.0,1.3.3,2020-04-18T14:22:00Z,1,Fatal. Demorado para ingresar luego que sin conexión a Internet. 🙄
429,7.0,1.3.3,2020-04-18T14:23:12Z,1,"Pésima, continúan los problemas para ingresar, siendo usuario registrado en el portal transaccional, dice que no estoy registrado; o se demora mucho en acceder y dice que presentan problemas técnicos siempre, que intente más tarde. 😤"
430,7.0,1.3.3,2020-04-18T14:24:50Z,1,"Descargue la app e ingreso los datos correspondientes y no abre ni siquiera, ni arroja ningún error 😔"
431,7.0,1.3.3,2020-04-18T14:30:59Z,1,"La aplicación no carga los productos ya la he desinstalado y vuelto a instalar y no sirve, compensar debería cambiar sus programadores ya que ni la app funciona y la web es muy confusa"
433,7.0,1.3.3,2020-04-18T14:50:00Z,1,Pésima aplicación...
434,7.0,1.3.3,2020-04-18T15:36:02Z,2,"No deja ver que productos tengo activos, aun en desarrollo"
435,7.0,1.3.3,2020-04-18T15:59:41Z,1,Mala he intentado entrar y no me deja arreglen la app gracias
436,7.0,1.3.3,2020-04-18T16:01:14Z,1,"Su app es una porquería, nada más funciona después de las 9 de la noche y ya en la mañana no quiere funcionar, si tuviera q calificar del 0 al 10 le daría -10 xq de verdad es una porquería"
438,7.0,1.3.3,2020-04-18T16:41:38Z,1,La aplicación al momento de ingresar no hace nada
440,7.0,1.3.3,2020-04-18T16:52:17Z,1,Lo peor no deja ingresar toca esperar hasta una hora para poder hacerlo y cuando se logra ingresar no salen los productos la peor app
441,7.0,1.3.3,2020-04-18T17:14:03Z,1,Es muy lenta. Tanto asi. Que se Sierra y no deja ingrasar y siempre. Dice. Que error. Lo sentimos. En en estos momentos no podemos realizar su transacción
443,7.0,1.3.3,2020-04-18T18:34:10Z,1,"Pésima app no abre siempre dice que se asegure tener coneccion a Internet la desinstale y la volví a instalar pero nada sigue igual de peor lo otro es al agregar la tarjeta débito para hacer el traslado de los recursos para que a uno como usuario haga una sola operación dice que la tarjeta es igual a la que se tiene, no entiendo esa opción en la app. Por eso le doy esa calificación me parece pésima si me ha dejado ver el saldo de las transacciones unas 3 veces a sido mucho. Pésima se demora"
444,7.0,1.3.3,2020-04-18T18:59:54Z,1,"Pésima aplicacion, se demora en cargar se cae la conexión muy mala 😡"
445,7.0,1.3.3,2020-04-18T19:56:02Z,1,No carga
446,7.0,1.3.3,2020-04-18T20:26:47Z,1,Muy mala la app nunca deja entrar para consultar saldo y siempre presenta error de conexión.
447,7.0,1.3.3,2020-04-18T20:36:10Z,1,Esta aplicación me. Dice que el usuario o la clave no son ya lo he desinstalado e instalado y sale siempre lo mismo se bloquea hay que esperar mucho tiempo para desbloquear cuando no es la clave es la cedula que no son correctas
449,7.0,1.3.3,2020-04-18T21:22:58Z,1,Muy mala la señal y en ningún servi red te resiven la aplicación de la billetera móvil 😞😞😞😞mala
450,7.0,1.3.3,2020-04-18T22:19:25Z,1,No sirve
451,7.0,1.3.3,2020-04-18T22:32:17Z,1,No puedo ver mis saldos
452,4.0,1.3.2,2020-04-19T01:09:46Z,1,Pésima no deja ingresar siempre sale q intente mas tarde
455,7.0,1.3.3,2020-04-19T03:21:40Z,5,Buenisima
457,7.0,1.3.3,2020-04-19T14:42:43Z,3,Buenos dias nesecito saber como octengo el pin para hacer recargas y compras c no me deja yo ingreso pin y nadax favor me pueees ayudar gracias
458,7.0,1.3.3,2020-04-19T16:27:24Z,1,Malisima a penas la instale y nisiquiera deja crear el usuario porque queda bloqueada...... Q verguenza de aplicacion
459,7.0,1.3.3,2020-04-19T16:33:58Z,1,"Al principio funcionaba bien, ahora no permite ingresar a la app, sale que hay problema de conexión pero no es así es problema de la app que realmente no sirve para nada."
460,7.0,1.3.3,2020-04-19T16:58:13Z,1,"Es demasiado lenta y rara vez ingresa correctamente, ni desinstalandola, ni cambiando de red funciona mejor."
463,7.0,1.3.3,2020-04-19T19:06:00Z,1,Mala remala. Porque no se gastaron la plata más bien en un tinto
465,7.0,1.3.3,2020-04-20T00:19:29Z,1,"Imposible ingresar, siempre me dice que no se puede realizar la transacción, que ingrese mas tarde."
469,7.0,1.3.3,2020-04-20T13:17:36Z,1,"El campo de la contraseña es muy corto, sin embargo la contraseña que creé en la Web es más larga, por lo cual no es posible ingresar."
470,7.0,1.3.3,2020-04-20T13:30:51Z,1,No me deja ingresar y me bloqueo mi tarjeta
471,7.0,1.3.3,2020-04-20T14:50:35Z,2,"Le instale hace un mes y estaba funcionando muy bien, ahora voy a ingresar y no carga la aplicación se queda bloqueada me dice que rebice mi coneccion a internet"
472,7.0,1.3.3,2020-04-20T15:01:10Z,1,"No sirve para nada simplemente me dice que en este momento no podemos realizar operacion, intente más tarde no sirve"
473,7.0,1.3.3,2020-04-20T15:15:54Z,1,"Está aplicación es un asco , nunca carga y como cliente no le dan más opciones pésima"
474,7.0,1.3.3,2020-04-20T15:31:43Z,1,"No deja ingresar, ""en este momento no se puede conectar, intente más tarde"" es lo q sale siempre, por el portal web si deja normal."
475,7.0,1.3.3,2020-04-20T16:02:27Z,1,"La app da errores de red, y se queda cargando para al final sacarme de la aplicación."
